Autoritate contractanta,CUI,Tip autoritate,Tip activitate,Tip anunt,Tip procedura,Tip legislatie,Tip incheiere contract,Tip contract,Modalitate de desfasurare,Cu licitatie electronica?,Tip criteriu de atribuire,Cod CPV,Denumire CPV,Numar anunt initiere,Data publicare,Numar lot,Numar anunt atribuire,Data publicare,Data contract,Numar contract,Incheiar prin ,Valoare contract (RON),Ofertant,CUI ofertant,Oras,Tara
SPITALUL JUDETEAN SATU MARE,3963722,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33651000-8,Antiinfectioase generale pentru uz sistemic (Rev.2),CN1031385,05/29/2021 01:36:11,96,CAN1062158,03/26/2024 13:08:55,07/06/2022 00:00:00,14952,Cu acord cadru subsecvent,"6,442",MEDIPLUS EXIM,RO 9311280,Mogosoaia,Romania
SPITALUL JUDETEAN SATU MARE,3963722,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33651000-8,Antiinfectioase generale pentru uz sistemic (Rev.2),CN1031385,05/29/2021 01:36:11,96,CAN1062158,03/26/2024 13:08:55,09/23/2022 00:00:00,21215,Cu acord cadru subsecvent,450,MEDIPLUS EXIM,RO 9311280,Mogosoaia,Romania
SPITALUL JUDETEAN SATU MARE,3963722,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33651000-8,Antiinfectioase generale pentru uz sistemic (Rev.2),CN1031385,05/29/2021 01:36:11,96,CAN1062158,03/26/2024 13:08:55,12/21/2022 00:00:00,27904,Cu acord cadru subsecvent,773,MEDIPLUS EXIM,RO 9311280,Mogosoaia,Romania
SPITALUL JUDETEAN SATU MARE,3963722,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33651000-8,Antiinfectioase generale pentru uz sistemic (Rev.2),CN1031385,05/29/2021 01:36:11,96,CAN1062158,03/26/2024 13:08:55,02/06/2023 00:00:00,2419,Cu acord cadru subsecvent,"8,954",MEDIPLUS EXIM,RO 9311280,Mogosoaia,Romania
SPITALUL JUDETEAN SATU MARE,3963722,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33651000-8,Antiinfectioase generale pentru uz sistemic (Rev.2),CN1031385,05/29/2021 01:36:11,97,CAN1062158,03/26/2024 13:08:55,08/18/2021 00:00:00,16299,Cu acord cadru,,ALLIANCE HEALTHCARE ROMANIA,RO 8955860,Bucuresti,Romania
SPITALUL JUDETEAN SATU MARE,3963722,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33651000-8,Antiinfectioase generale pentru uz sistemic (Rev.2),CN1031385,05/29/2021 01:36:11,97,CAN1062158,03/26/2024 13:08:55,08/18/2021 00:00:00,16299,Cu acord cadru,,FARMACEUTICA REMEDIA DISTRIBUTION & LOGISTICS S.R.L.,3572074,Deva,Romania
SPITALUL JUDETEAN SATU MARE,3963722,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33651000-8,Antiinfectioase generale pentru uz sistemic (Rev.2),CN1031385,05/29/2021 01:36:11,97,CAN1062158,03/26/2024 13:08:55,08/18/2021 00:00:00,16299,Cu acord cadru,,PHARMAFARM,RO 200106,Corunca,Romania
SPITALUL JUDETEAN SATU MARE,3963722,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33651000-8,Antiinfectioase generale pentru uz sistemic (Rev.2),CN1031385,05/29/2021 01:36:11,97,CAN1062158,03/26/2024 13:08:55,12/21/2021 00:00:00,25295,Cu acord cadru subsecvent,"8,146",FARMACEUTICA REMEDIA DISTRIBUTION & LOGISTICS S.R.L.,3572074,Deva,Romania
SPITALUL JUDETEAN SATU MARE,3963722,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33651000-8,Antiinfectioase generale pentru uz sistemic (Rev.2),CN1031385,05/29/2021 01:36:11,97,CAN1062158,03/26/2024 13:08:55,03/02/2022 00:00:00,4405,Cu acord cadru subsecvent,"5,431",FARMACEUTICA REMEDIA DISTRIBUTION & LOGISTICS S.R.L.,3572074,Deva,Romania
SPITALUL JUDETEAN SATU MARE,3963722,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33651000-8,Antiinfectioase generale pentru uz sistemic (Rev.2),CN1031385,05/29/2021 01:36:11,97,CAN1062158,03/26/2024 13:08:55,06/07/2022 00:00:00,12400,Cu acord cadru subsecvent,"39,165",FARMACEUTICA REMEDIA DISTRIBUTION & LOGISTICS S.R.L.,3572074,Deva,Romania
SPITALUL JUDETEAN SATU MARE,3963722,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33651000-8,Antiinfectioase generale pentru uz sistemic (Rev.2),CN1031385,05/29/2021 01:36:11,97,CAN1062158,03/26/2024 13:08:55,02/06/2023 00:00:00,2416,Cu acord cadru subsecvent,"33,570",FARMACEUTICA REMEDIA DISTRIBUTION & LOGISTICS S.R.L.,3572074,Deva,Romania
SPITALUL JUDETEAN SATU MARE,3963722,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33651000-8,Antiinfectioase generale pentru uz sistemic (Rev.2),CN1031385,05/29/2021 01:36:11,98,CAN1062158,03/26/2024 13:08:55,08/18/2021 00:00:00,16300,Cu acord cadru,,DONA. LOGISTICA,33358111,Chitila,Romania
SPITALUL JUDETEAN SATU MARE,3963722,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33651000-8,Antiinfectioase generale pentru uz sistemic (Rev.2),CN1031385,05/29/2021 01:36:11,98,CAN1062158,03/26/2024 13:08:55,08/18/2021 00:00:00,16300,Cu acord cadru,,EUROPHARM HOLDING,RO 6567900,Brasov,Romania
SPITALUL JUDETEAN SATU MARE,3963722,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33651000-8,Antiinfectioase generale pentru uz sistemic (Rev.2),CN1031385,05/29/2021 01:36:11,98,CAN1062158,03/26/2024 13:08:55,08/18/2021 00:00:00,16300,Cu acord cadru,,Pharma,RO 13591928,Iasi,Romania
SPITALUL JUDETEAN SATU MARE,3963722,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33651000-8,Antiinfectioase generale pentru uz sistemic (Rev.2),CN1031385,05/29/2021 01:36:11,98,CAN1062158,03/26/2024 13:08:55,09/10/2021 00:00:00,17746,Cu acord cadru subsecvent,990,Pharma,RO 13591928,Iasi,Romania
SPITALUL JUDETEAN SATU MARE,3963722,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33651000-8,Antiinfectioase generale pentru uz sistemic (Rev.2),CN1031385,05/29/2021 01:36:11,98,CAN1062158,03/26/2024 13:08:55,04/20/2022 00:00:00,8802,Cu acord cadru subsecvent,816,Pharma,RO 13591928,Iasi,Romania
SPITALUL JUDETEAN SATU MARE,3963722,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33651000-8,Antiinfectioase generale pentru uz sistemic (Rev.2),CN1031385,05/29/2021 01:36:11,98,CAN1062158,03/26/2024 13:08:55,07/08/2022 00:00:00,15088,Cu acord cadru subsecvent,816,Pharma,RO 13591928,Iasi,Romania
SPITALUL JUDETEAN SATU MARE,3963722,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33651000-8,Antiinfectioase generale pentru uz sistemic (Rev.2),CN1031385,05/29/2021 01:36:11,98,CAN1062158,03/26/2024 13:08:55,10/05/2022 00:00:00,22292,Cu acord cadru subsecvent,"1,320",DONA. LOGISTICA,33358111,Chitila,Romania
SPITALUL JUDETEAN SATU MARE,3963722,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33651000-8,Antiinfectioase generale pentru uz sistemic (Rev.2),CN1031385,05/29/2021 01:36:11,98,CAN1062158,03/26/2024 13:08:55,02/06/2023 00:00:00,2417,Cu acord cadru subsecvent,510,Pharma,RO 13591928,Iasi,Romania
SPITALUL JUDETEAN SATU MARE,3963722,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33651000-8,Antiinfectioase generale pentru uz sistemic (Rev.2),CN1031385,05/29/2021 01:36:11,99,CAN1062158,03/26/2024 13:08:55,08/18/2021 00:00:00,16301,Cu acord cadru,,ALLIANCE HEALTHCARE ROMANIA,RO 8955860,Bucuresti,Romania
SPITALUL JUDETEAN SATU MARE,3963722,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33651000-8,Antiinfectioase generale pentru uz sistemic (Rev.2),CN1031385,05/29/2021 01:36:11,99,CAN1062158,03/26/2024 13:08:55,08/18/2021 00:00:00,16301,Cu acord cadru,,FARMACEUTICA REMEDIA DISTRIBUTION & LOGISTICS S.R.L.,3572074,Deva,Romania
SPITALUL JUDETEAN SATU MARE,3963722,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33651000-8,Antiinfectioase generale pentru uz sistemic (Rev.2),CN1031385,05/29/2021 01:36:11,99,CAN1062158,03/26/2024 13:08:55,09/13/2021 00:00:00,17774,Cu acord cadru subsecvent,"23,508",FARMACEUTICA REMEDIA DISTRIBUTION & LOGISTICS S.R.L.,3572074,Deva,Romania
SPITALUL JUDETEAN SATU MARE,3963722,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33651000-8,Antiinfectioase generale pentru uz sistemic (Rev.2),CN1031385,05/29/2021 01:36:11,99,CAN1062158,03/26/2024 13:08:55,03/02/2022 00:00:00,4408,Cu acord cadru subsecvent,"2,868",FARMACEUTICA REMEDIA DISTRIBUTION & LOGISTICS S.R.L.,3572074,Deva,Romania
SPITALUL JUDETEAN SATU MARE,3963722,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33651000-8,Antiinfectioase generale pentru uz sistemic (Rev.2),CN1031385,05/29/2021 01:36:11,99,CAN1062158,03/26/2024 13:08:55,07/06/2022 00:00:00,14951,Cu acord cadru subsecvent,"1,478",FARMACEUTICA REMEDIA DISTRIBUTION & LOGISTICS S.R.L.,3572074,Deva,Romania
SPITALUL JUDETEAN SATU MARE,3963722,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33651000-8,Antiinfectioase generale pentru uz sistemic (Rev.2),CN1031385,05/29/2021 01:36:11,99,CAN1062158,03/26/2024 13:08:55,08/01/2022 00:00:00,17236,Cu acord cadru subsecvent,221,FARMACEUTICA REMEDIA DISTRIBUTION & LOGISTICS S.R.L.,3572074,Deva,Romania
SPITALUL JUDETEAN SATU MARE,3963722,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33651000-8,Antiinfectioase generale pentru uz sistemic (Rev.2),CN1031385,05/29/2021 01:36:11,99,CAN1062158,03/26/2024 13:08:55,02/06/2023 00:00:00,2414,Cu acord cadru subsecvent,"51,624",FARMACEUTICA REMEDIA DISTRIBUTION & LOGISTICS S.R.L.,3572074,Deva,Romania
Directia Generala de Asistenta Sociala si Protectia Copilului a judetului Satu Mare,15418983,Institutii si servicii publice,Protectie sociala,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,15330000-0,Fructe si legume transformate (Rev.2),CN1051346,01/22/2023 11:00:18,2,CAN1101130,03/26/2024 13:09:10,04/04/2023 00:00:00,33772,Cu acord cadru,"433,630",ROALMISA  INV,30715430,Zalau,Romania
Directia Generala de Asistenta Sociala si Protectia Copilului a judetului Satu Mare,15418983,Institutii si servicii publice,Protectie sociala,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,15330000-0,Fructe si legume transformate (Rev.2),CN1051346,01/22/2023 11:00:18,2,CAN1101130,03/26/2024 13:09:10,04/21/2023 00:00:00,38042,Cu acord cadru subsecvent,"87,885",ROALMISA  INV,30715430,Zalau,Romania
Directia Generala de Asistenta Sociala si Protectia Copilului a judetului Satu Mare,15418983,Institutii si servicii publice,Protectie sociala,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,15330000-0,Fructe si legume transformate (Rev.2),CN1051346,01/22/2023 11:00:18,2,CAN1101130,03/26/2024 13:09:10,03/19/2024 00:00:00,29274,Cu acord cadru subsecvent,"115,551",ROALMISA  INV,30715430,Zalau,Romania
"Spitalul de Recuperare ""Sf.Gheorghe"" Botosani",3372262,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33696500-0,Reactivi de laborator (Rev.2),CN1064101,01/10/2024 13:00:55,1,CAN1122628,03/26/2024 13:09:11,03/13/2024 00:00:00,"1449/ LOT 1,2,3, 18, 19, 20",Cu acord cadru,"1,575,162",BIVARIA GRUP S.R.L.,RO 13833576,Hunedoara,Romania
"Spitalul de Recuperare ""Sf.Gheorghe"" Botosani",3372262,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33696500-0,Reactivi de laborator (Rev.2),CN1064101,01/10/2024 13:00:55,1,CAN1122628,03/26/2024 13:09:11,03/13/2024 00:00:00,1452,Cu acord cadru subsecvent,"139,843",BIVARIA GRUP S.R.L.,RO 13833576,Hunedoara,Romania
"Spitalul de Recuperare ""Sf.Gheorghe"" Botosani",3372262,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33696500-0,Reactivi de laborator (Rev.2),CN1064101,01/10/2024 13:00:55,10,CAN1122628,03/26/2024 13:09:11,03/13/2024 00:00:00,1449/ LOT 10,Cu acord cadru,"33,617",SC Tody Laboratories Int SRL,RO 4134935,Bucuresti,Romania
"Spitalul de Recuperare ""Sf.Gheorghe"" Botosani",3372262,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33696500-0,Reactivi de laborator (Rev.2),CN1064101,01/10/2024 13:00:55,10,CAN1122628,03/26/2024 13:09:11,03/13/2024 00:00:00,1453,Cu acord cadru subsecvent,"5,943",SC Tody Laboratories Int SRL,RO 4134935,Bucuresti,Romania
"Spitalul de Recuperare ""Sf.Gheorghe"" Botosani",3372262,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33696500-0,Reactivi de laborator (Rev.2),CN1064101,01/10/2024 13:00:55,14,CAN1122628,03/26/2024 13:09:11,03/13/2024 00:00:00,1449/ LOT 14,Cu acord cadru,907,AVENA MEDICA S.R.L.,24684380,Chitila,Romania
"Spitalul de Recuperare ""Sf.Gheorghe"" Botosani",3372262,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33696500-0,Reactivi de laborator (Rev.2),CN1064101,01/10/2024 13:00:55,14,CAN1122628,03/26/2024 13:09:11,03/13/2024 00:00:00,1449/ LOT 14,Cu acord cadru,907,BIOMAXIMA CLINICAL S.R.L.,RO 28399247,Cluj-Napoca,Romania
"Spitalul de Recuperare ""Sf.Gheorghe"" Botosani",3372262,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33696500-0,Reactivi de laborator (Rev.2),CN1064101,01/10/2024 13:00:55,14,CAN1122628,03/26/2024 13:09:11,03/13/2024 00:00:00,1450,Cu acord cadru subsecvent,976,AVENA MEDICA S.R.L.,24684380,Chitila,Romania
"Spitalul de Recuperare ""Sf.Gheorghe"" Botosani",3372262,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33696500-0,Reactivi de laborator (Rev.2),CN1064101,01/10/2024 13:00:55,17,CAN1122628,03/26/2024 13:09:11,03/13/2024 00:00:00,1449/ LOT 17,Cu acord cadru,"7,200",AVENA MEDICA S.R.L.,24684380,Chitila,Romania
"Spitalul de Recuperare ""Sf.Gheorghe"" Botosani",3372262,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33696500-0,Reactivi de laborator (Rev.2),CN1064101,01/10/2024 13:00:55,17,CAN1122628,03/26/2024 13:09:11,03/13/2024 00:00:00,1450,Cu acord cadru subsecvent,976,AVENA MEDICA S.R.L.,24684380,Chitila,Romania
"Spitalul de Recuperare ""Sf.Gheorghe"" Botosani",3372262,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33696500-0,Reactivi de laborator (Rev.2),CN1064101,01/10/2024 13:00:55,18,CAN1122628,03/26/2024 13:09:11,03/13/2024 00:00:00,"1449/ LOT 1,2,3, 18, 19, 20",Cu acord cadru,"1,575,162",BIVARIA GRUP S.R.L.,RO 13833576,Hunedoara,Romania
"Spitalul de Recuperare ""Sf.Gheorghe"" Botosani",3372262,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33696500-0,Reactivi de laborator (Rev.2),CN1064101,01/10/2024 13:00:55,18,CAN1122628,03/26/2024 13:09:11,03/13/2024 00:00:00,1452,Cu acord cadru subsecvent,"139,843",BIVARIA GRUP S.R.L.,RO 13833576,Hunedoara,Romania
"Spitalul de Recuperare ""Sf.Gheorghe"" Botosani",3372262,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33696500-0,Reactivi de laborator (Rev.2),CN1064101,01/10/2024 13:00:55,19,CAN1122628,03/26/2024 13:09:11,03/13/2024 00:00:00,"1449/ LOT 1,2,3, 18, 19, 20",Cu acord cadru,"1,575,162",BIVARIA GRUP S.R.L.,RO 13833576,Hunedoara,Romania
"Spitalul de Recuperare ""Sf.Gheorghe"" Botosani",3372262,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33696500-0,Reactivi de laborator (Rev.2),CN1064101,01/10/2024 13:00:55,19,CAN1122628,03/26/2024 13:09:11,03/13/2024 00:00:00,1452,Cu acord cadru subsecvent,"139,843",BIVARIA GRUP S.R.L.,RO 13833576,Hunedoara,Romania
"Spitalul de Recuperare ""Sf.Gheorghe"" Botosani",3372262,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33696500-0,Reactivi de laborator (Rev.2),CN1064101,01/10/2024 13:00:55,2,CAN1122628,03/26/2024 13:09:11,03/13/2024 00:00:00,"1449/ LOT 1,2,3, 18, 19, 20",Cu acord cadru,"1,575,162",BIVARIA GRUP S.R.L.,RO 13833576,Hunedoara,Romania
"Spitalul de Recuperare ""Sf.Gheorghe"" Botosani",3372262,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33696500-0,Reactivi de laborator (Rev.2),CN1064101,01/10/2024 13:00:55,2,CAN1122628,03/26/2024 13:09:11,03/13/2024 00:00:00,1452,Cu acord cadru subsecvent,"139,843",BIVARIA GRUP S.R.L.,RO 13833576,Hunedoara,Romania
"Spitalul de Recuperare ""Sf.Gheorghe"" Botosani",3372262,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33696500-0,Reactivi de laborator (Rev.2),CN1064101,01/10/2024 13:00:55,20,CAN1122628,03/26/2024 13:09:11,03/13/2024 00:00:00,"1449/ LOT 1,2,3, 18, 19, 20",Cu acord cadru,"1,575,162",BIVARIA GRUP S.R.L.,RO 13833576,Hunedoara,Romania
"Spitalul de Recuperare ""Sf.Gheorghe"" Botosani",3372262,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33696500-0,Reactivi de laborator (Rev.2),CN1064101,01/10/2024 13:00:55,20,CAN1122628,03/26/2024 13:09:11,03/13/2024 00:00:00,1452,Cu acord cadru subsecvent,"139,843",BIVARIA GRUP S.R.L.,RO 13833576,Hunedoara,Romania
"Spitalul de Recuperare ""Sf.Gheorghe"" Botosani",3372262,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33696500-0,Reactivi de laborator (Rev.2),CN1064101,01/10/2024 13:00:55,3,CAN1122628,03/26/2024 13:09:11,03/13/2024 00:00:00,"1449/ LOT 1,2,3, 18, 19, 20",Cu acord cadru,"1,575,162",BIVARIA GRUP S.R.L.,RO 13833576,Hunedoara,Romania
"Spitalul de Recuperare ""Sf.Gheorghe"" Botosani",3372262,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33696500-0,Reactivi de laborator (Rev.2),CN1064101,01/10/2024 13:00:55,3,CAN1122628,03/26/2024 13:09:11,03/13/2024 00:00:00,1452,Cu acord cadru subsecvent,"139,843",BIVARIA GRUP S.R.L.,RO 13833576,Hunedoara,Romania
"Spitalul de Recuperare ""Sf.Gheorghe"" Botosani",3372262,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33696500-0,Reactivi de laborator (Rev.2),CN1064101,01/10/2024 13:00:55,6,CAN1122628,03/26/2024 13:09:11,03/13/2024 00:00:00,"1449/ LOT 6,7",Cu acord cadru,"43,264",DDS Diagnostic,14688172,Bucuresti,Romania
"Spitalul de Recuperare ""Sf.Gheorghe"" Botosani",3372262,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33696500-0,Reactivi de laborator (Rev.2),CN1064101,01/10/2024 13:00:55,6,CAN1122628,03/26/2024 13:09:11,03/13/2024 00:00:00,"1449/ LOT 6,7",Cu acord cadru,"43,264",SC Tody Laboratories Int SRL,RO 4134935,Bucuresti,Romania
"Spitalul de Recuperare ""Sf.Gheorghe"" Botosani",3372262,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33696500-0,Reactivi de laborator (Rev.2),CN1064101,01/10/2024 13:00:55,6,CAN1122628,03/26/2024 13:09:11,03/13/2024 00:00:00,1453,Cu acord cadru subsecvent,"5,943",SC Tody Laboratories Int SRL,RO 4134935,Bucuresti,Romania
"Spitalul de Recuperare ""Sf.Gheorghe"" Botosani",3372262,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33696500-0,Reactivi de laborator (Rev.2),CN1064101,01/10/2024 13:00:55,7,CAN1122628,03/26/2024 13:09:11,03/13/2024 00:00:00,"1449/ LOT 6,7",Cu acord cadru,"43,264",DDS Diagnostic,14688172,Bucuresti,Romania
"Spitalul de Recuperare ""Sf.Gheorghe"" Botosani",3372262,Institutii si servicii publice,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,NU,Pretul cel mai scazut,33696500-0,Reactivi de laborator (Rev.2),CN1064101,01/10/2024 13:00:55,7,CAN1122628,03/26/2024 13:09:11,03/13/2024 00:00:00,"1449/ LOT 6,7",Cu acord cadru,"43,264",SC Tody Laboratories Int SRL,RO 4134935,Bucuresti,Romania
